list_name,name,label::english,governorate,district,subdistrict
Site,Al_Thanyah,Al Thanyah,YE26,YE2613,
Site,Al_Tawfeeq_School,Al Tawfeeq School,YE11,YE1116,
Site,Dar_Al_Rahmah,Dar Al Rahmah,YE15,YE1520,
Site,Madrasat_Al_Azm_Al_Gharbi,Madrasat Al Azm Al Gharbi,YE18,YE1807,
Site,Sharha_Camp,Sharha Camp,YE29,YE2904,
Site,Al_Zaqabyah,Al Zaqabyah,YE17,YE1730,
Site,Al_Zaqabyah_2,Al Zaqabyah 2,YE17,YE1730,
Site,Deer_Abd,Deer Abd,YE18,YE1802,
Site,Ghool_Al_Fars,Ghool Al Fars,YE29,YE2901,
Site,Al_Rabqan,Al Rabqan,YE29,YE2901,
Site,Al_Azraqeen,Al Azraqeen,YE23,YE2301,
Site,Hawth_Camp,Hawth Camp,YE29,YE2902,
Site,Al_khrashf,Al khrashf,YE16,YE1606,
Site,Al_Shaheed_Abdullah_Azzam_Institute,Al Shaheed Abdullah Azzam Institute,YE15,YE1504,
Site,Tareq_bin_Zeyad_Primary_School,Tareq bin Zeyad Primary School,YE25,YE2513,
Site,Al_Oshah_Badw_Ruhal,Al-Oshah Badw Ruhal,YE29,YE2903,
Site,Habtaa,Habta'a,YE29,YE2903,
Site,Kharif_Site,Kharif Site,YE29,YE2910,
Site,Alhulul,Alhulul,YE29,YE2901,
Site,Thail_Qabal,Thail Qabal,YE29,YE2901,
Site,Maqam_Dho_Talea,Maqam Dho Tale'a,YE29,YE2901,
Site,Mahal_Al_Rahmah,Mahal Al Rahmah,YE18,YE1807,
Site,Al_Kharaib,Al Kharaib,YE17,YE1704,
Site,Al_Husain_1_Building,Al Husain 1 Building,YE19,YE1911,
Site,Al_Wadeyayen,Al-Wadeyayen,YE16,YE1610,
Site,Al_Aqar_Center,Al Aqar Center,YE29,YE2907,
Site,Nabt_Camp,Nabt Camp,YE26,YE2606,
Site,Al_Dawood,Al Dawood,YE26,YE2606,
Site,Sooq_Al_Thaloot,Sooq Al Thaloot,YE23,YE2304,
Site,Deer_Al_Haddad,Deer Al Haddad,YE18,YE1802,
Site,Aneb_Nazeheen,Aneb Nazeheen,YE29,YE2902,
Site,New_Market,New Market,YE29,YE2910,
Site,Abu_Seraj,Abu Seraj,YE29,YE2907,
Site,Tawr_Al_Baha_Hospital,Tawr Al Baha Hospital,YE25,YE2511,
Site,Sawan,Sa'wan,YE23,YE2304,
Site,Shaleehat_Al_Attas,Shaleehat Al Attas,YE19,YE1927,
Site,Al_Feddi,Al Feddi,YE26,YE2613,
Site,samea_Staduim,samea Staduim,YE15,YE1523,
Site,Arwa_Building,Arwa Building,YE15,YE1520,
Site,Adan_Tabet_Al_Sawdah,Adan Tabet Al Sawdah,YE29,YE2918,
Site,Altaweelah,Altaweelah,YE17,YE1704,
Site,Al_Oshah,Al Oshah,YE26,YE2610,
Site,Al_Mughtarebeen_Al_Janoobyah_Neighborhood,Al Mughtarebeen Al Janoobyah Neighborhood,YE18,YE1807,
Site,Al_Subul_Center,Al Subul Center,YE11,YE1119,
Site,Al_Muneerah,Al Muneerah,YE18,YE1805,
Site,Dafarho,Daf'arho,YE32,YE3201,
Site,Hospital_Shelter,Hospital Shelter,YE15,YE1501,
Site,Al_Khaseef,Al-Khaseef,YE26,YE2612,
Site,Al_Rabow,Al Rabow',YE18,YE1802,
Site,Al_Rassas,Al Rassas,YE18,YE1802,
Site,Al_Haija,Al Haija,YE29,YE2903,
Site,Ber_Atheleh,Ber Atheleh,YE29,YE2904,
Site,Bani_Belal,Bani Belal,YE17,YE1704,
Site,Bani_Balush,Bani Balush,YE17,YE1704,
Site,Qalat_Hayash,Qal'at Hayash,YE17,YE1730,
Site,Al_Qahmah,Al Qahmah,YE17,YE1704,
Site,Deer_Almahnab,Deer Almahnab,YE17,YE1704,
Site,Alaqm,Alaqm,YE17,YE1704,
Site,Alkhudhairy,Alkhudhairy,YE17,YE1704,
Site,Arafan,Arafan,YE26,YE2613,
Site,Hadbah_Al_Raghwani,Hadbah Al Raghwani,YE29,YE2907,
Site,Aaisha_School,Aaisha School,YE11,YE1116,
Site,Al_Sad,Al Sad,YE26,YE2610,
Site,Al_Ghawyah,Al-Ghawyah,YE26,YE2613,
Site,Neet,Neet,YE32,YE3202,
Site,Al_Bajeerah_School,Al Bajeerah School,YE15,YE1514,
Site,Al_Turk,Al Turk,YE29,YE2901,
Site,Badou_Al_Jazea,Badou Al Jaze'a,YE29,YE2901,
Site,Randah_Shayee,Randah Shaye'e,YE11,YE1119,
Site,Al_Aqer_Al_Qariah,Al Aqer Al Qariah,YE26,YE2604,
Site,Al_mohsen,Al mohsen,YE16,YE1606,
Site,Al_Shatea,Al Shate'a,YE29,YE2901,
Site,He_Hsneeat,He-Hsneeat,YE19,YE1913,
Site,Hawl_Saddam_School,Hawl Saddam School,YE15,YE1518,
Site,Hai_October,Hai October,YE24,YE2408,
Site,Qanzaa,Qanzaa,YE17,YE1704,
Site,Asret_Al_Wadi,Asret Al Wadi,YE26,YE2606,
Site,Hawl_Al_Dhahah,Hawl Al Dhahah,YE15,YE1520,
Site,Mahal_Hasan,Mahal Hasan,YE18,YE1807,
Site,Mahjab,Mahjab,YE26,YE2610,
Site,Al_Aroorath_Building,Al Aroorath Building,YE15,YE1520,
Site,Cadmat_Al_Nasheri,Cadmat Al Nasheri,YE18,YE1802,
Site,Al_Khalq,Al-Khalq,YE16,YE1609,
Site,Al_Ruwaik,Al Ruwaik,YE26,YE2613,
Site,Nakb_Al_Maaleef,Nakb Al Ma'aleef,YE15,YE1521,
Site,Deer_Jalalah,Deer Jalalah,YE18,YE1807,
Site,Al_Marfadh_Al_Aala,Al-Marfadh Al-Aala,YE14,YE1405,
Site,Al_Thawrah_School,Al Thawrah School,YE11,YE1116,
Site,Al_Mahjar,Al Mahjar,YE23,YE2304,
Site,Hesn_Shadad,Hesn Shadad,YE12,YE1210,
Site,Akamat_Assafani_B,Akamat Assa'fani(B),YE11,YE1119,
Site,Alsaylah,Alsaylah,YE26,YE2610,
Site,Naseebah_Center_For_IDPs,Naseebah Center For IDPs,YE13,YE1308,
Site,Mukhayam_Al_Sawad,Mukhayam Al Sawad,YE23,YE2301,
Site,Al_Kamb_Al_Aala,Al Kamb Al A'ala,YE15,YE1504,
Site,Majdarah,Majdarah,YE17,YE1707,
Site,Sodeen,Sodeen,YE17,YE1707,
Site,Qalat_Hameed,Qal'at Hameed,YE17,YE1725,
Site,Al_Meqdad_Bin_Amr,Al Meqdad Bin Amr,YE25,YE2513,
Site,Al_Raczah,Al-Raczah,YE26,YE2613,
Site,Ghareeb_Al_Najd,Ghareeb Al Najd,YE29,YE2903,
Site,Al_Shuwaet,Al-Shuwa'et,YE29,YE2901,
Site,Jareez_Al_Aala,Jareez Al A'ala,YE29,YE2901,
Site,Saknaa,Sakna'a,YE29,YE2901,
Site,Neer_Saba_School,Neer Saba School,YE26,YE2612,
Site,Darohah,Darohah,YE32,YE3201,
Site,Al_Salam_Neighbourhood,Al-Salam Neighbourhood,YE14,YE1413,
Site,Akamat_Assafani_A,Akamat Assa'fani(A),YE11,YE1119,
Site,Nakadh_wa_Al_Hasarah_Camp,Nakadh wa Al Hasarah Camp,YE25,YE2510,
Site,Al_Aredha,Al Aredha,YE26,YE2606,
Site,Tajamo_Ibn_Abbas,Tajamo' Ibn Abbas,YE18,YE1805,
Site,Al_Adelyah,Al Adelyah,YE18,YE1802,
Site,Tho_Ali,Tho Ali,YE16,YE1610,
Site,Al_Roboa_Al_Khairyah_School,Al Roboa' Al Khairyah School,YE25,YE2510,
Site,Hasween,Hasween,YE28,YE2809,
Site,Razan,Razan,YE26,YE2610,
Site,Al_Mard_Gathering,Al Mard Gathering,YE26,YE2606,
Site,Al_Jubairyah,Al Jubairyah,YE18,YE1802,
Site,Center_of_The_Educational_Channel,Center of The Educational Channel,YE13,YE1309,
Site,Shaab_Al_Duba_a,Sha'ab Al Duba a,YE11,YE1110,
Site,Al_Abarah,Al Abarah,YE26,YE2606,
Site,Dhabeebah,Dhabeebah,YE16,YE1610,
Site,Al_Hayt_Al_Esheh,Al Hayt Al Esheh,YE29,YE2918,
Site,Al_Sawalemah,Al Sawalemah,YE17,YE1725,
Site,Al_Malab_Complex,Al Mal'ab Complex,YE20,YE2002,
Site,Bani_Yoos,Bani Yoos,YE17,YE1714,
Site,Al_Meswah,Al Meswah,YE17,YE1725,
Site,Zari_Al_Hasi_site,Zari Al Hasi site,YE17,YE1712,
Site,Al_Lawyah_4,Al Lawyah 4,YE17,YE1730,
Site,Al_Baladiah_Building,Al Baladiah Building,YE15,YE1506,
Site,Deer_Awedan,Deer Awedan,YE18,YE1806,
Site,Shathath_Center,Shathath Center,YE11,YE1103,
Site,Al_Erq,Al-Erq,YE26,YE2613,
Site,Ghareerah_School,Ghareerah School,YE15,YE1506,
Site,Shabeeh,Shabeeh,YE15,YE1504,
Site,Al_Mansour,Al Mansour,YE14,YE1408,
Site,Homaidha,Homaidha,YE29,YE2907,
Site,Al_Amoud,Al Amoud',YE26,YE2610,
Site,Wehdeh_Seheyeh,Wehdeh Seheyeh,YE26,YE2601,
Site,Zajan_Gathering,Zajan Gathering,YE26,YE2606,
Site,Al_Taweer,Al Taweer,YE15,YE1504,
Site,Al_Hashmi_Area,Al Hashmi Area,YE24,YE2402,
Site,Al_Badea,Al-Bade'a,YE14,YE1405,
Site,Al_Skaibat_Market_Camp,Al Skaibat Market Camp,YE29,YE2904,
Site,Hajeb,Hajeb,YE29,YE2901,
Site,Jareez_Al_Asefal,Jareez Al Asefal,YE29,YE2901,
Site,Al_maydan,Al maydan,YE26,YE2612,
Site,Al_Wehdah_School,Al-Wehdah School,YE14,YE1415,
Site,Al_Mesyal_3,Al Mesyal 3,YE17,YE1730,
Site,Al_Maghafeer,Al Maghafeer,YE18,YE1802,
Site,Hai_Al_Shudadaa,Hai Al Shudada'a,YE28,YE2807,
Site,Al_Fardat,Al Fardat,YE29,YE2903,
Site,Akamat_Assafani_D,Akamat Assa'fani(D),YE11,YE1119,
Site,Al_Mesyal_4,Al Mesyal 4,YE17,YE1730,
Site,Abs_City,Abs City,YE17,YE1704,
Site,Al_Suood_Bani_Amer,Al Su'ood Bani Amer,YE17,YE1724,
Site,Al_Mehraq,Al Mehraq,YE17,YE1704,
Site,Al_Sharaeah,Al Sharaeah,YE17,YE1704,
Site,Sooq_Al_Ahad,Sooq Al Ahad,YE15,YE1521,
Site,Almajduaya,Almajduaya,YE17,YE1704,
Site,Bani_Alkadeem,Bani Alkadeem,YE17,YE1704,
Site,Alsaqaif,Alsaqaif,YE17,YE1704,
Site,Bani_Ahmed,Bani Ahmed,YE17,YE1704,
Site,2_March_Neighborhood,2 March Neighborhood,YE28,YE2808,
Site,Al_Qazamyah,Al Qazamyah,YE17,YE1721,
Site,Mata,Mata,YE17,YE1707,
Site,Bani_Almush,Bani Almush,YE17,YE1704,
Site,Abd_Sedmeeh_Hmmeh_Edullahdaram_School,Abd Sedmeeh Hmmeh Edullahdaram School,YE21,YE2106,
Site,Al_Arba,Al Arba',YE17,YE1714,
Site,Bani_Nashr_Al_Rabwo,Bani Nashr Al Rabwo',YE17,YE1722,
Site,Al_Mazawetah,Al Mazawetah,YE17,YE1725,
Site,Aldheyabah,Aldheyabah,YE17,YE1704,
Site,Wadi_Sareerah,Wadi Sareerah,YE16,YE1603,
Site,Bait_Al_Qateeb,Bait Al Qateeb,YE17,YE1730,
Site,Al_Mesyal_2,Al Mesyal 2,YE17,YE1730,
Site,Harathah,Harathah,YE11,YE1119,
Site,Bait_Al_Roosi,Bait Al Roosi,YE17,YE1730,
Site,Saeed_Bin_Al_Masyab_School,Saeed Bin Al Masyab School,YE11,YE1116,
Site,Al_Lawyah_3,Al Lawyah 3,YE17,YE1730,
Site,Al_Madaber,Al Madaber,YE17,YE1722,
Site,Bait_Mohammed_Amer,Bait Mohammed Amer,YE17,YE1724,
Site,Shamalah__AlWadi,Sha'malah - AlWadi,YE11,YE1116,
Site,Al_Armomah,Al Armomah,YE17,YE1714,
Site,Bani_Saminah,Bani Saminah,YE17,YE1704,
Site,Alhajreyah,Alhajreyah,YE17,YE1704,
Site,Najaa,Naja'a,YE26,YE2607,
Site,Before_Mafraq_Saleb,Before Mafraq Saleb,YE26,YE2601,
Site,Dhahr_Aljamal,Dhahr Aljamal,YE17,YE1704,
Site,Al_Taawon_school__Shab_Al_Merwaz,Al Ta'awon school - Sha'b Al Merwaz,YE15,YE1514,
Site,Bayt_Ata_village,Bayt Ata village,YE18,YE1807,
Site,Al_Meshraq,Al-Meshraq,YE16,YE1601,
Site,Al_Maqta,Al Maqta',YE17,YE1714,
Site,Wehaish,Wehaish,YE17,YE1704,
Site,Al_Shurookh,Al Shurookh,YE17,YE1714,
Site,Al_Maghawerah,Al Maghawerah,YE17,YE1725,
Site,Al_Hadbeh,Al Hadbeh,YE29,YE2901,
Site,Thal_Haidan,Thal Haidan,YE29,YE2901,
Site,Masharaa,Ma'shara'a,YE26,YE2610,
Site,Al_Sheab,Al She'ab,YE17,YE1716,
Site,Al_Arabyah,Al Arabyah,YE17,YE1715,
Site,Al_Dhelah,Al Dhel'ah,YE17,YE1728,
Site,Al_Hukamyah,Al Hukamyah,YE17,YE1725,
Site,Al_Tawr,Al Tawr,YE17,YE1724,
Site,Al_Akrameh,Al Akrameh,YE26,YE2613,
Site,Al_Qoraan,Al Qora'an,YE26,YE2603,
Site,Deer_Al_Akhrash,Deer Al Akhrash,YE18,YE1802,
Site,Al_Rashed,Al-Rashed,YE16,YE1610,
Site,Bait_Awbathan,Bait Awbathan,YE28,YE2804,
Site,Al_Hajr,Al Hajr,YE29,YE2901,
Site,Al_Jalah,Al Jalah,YE29,YE2901,
Site,Dihaa,Diha'a,YE29,YE2901,
Site,Habasheh,Habasheh,YE29,YE2901,
Site,Al_Gharbi,Al Gharbi,YE17,YE1722,
Site,Motak,Motak,YE29,YE2901,
Site,Jahrah,Jahrah,YE17,YE1704,
Site,Alrwajeh,Alrwajeh,YE17,YE1704,
Site,Sheb_Al_Faqeeh_Rab_Suood,She'b Al Faqeeh Rab Suood,YE17,YE1724,
Site,Qazan,Qazan,YE29,YE2907,
Site,7_July_School,7 July School,YE11,YE1116,
Site,Al_Adawleh_Al_Melh,Al Adawleh (Al Melh),YE26,YE2606,
Site,Dwaishah_Aneshr,Dwaishah Aneshr,YE26,YE2606,
Site,Adaam_Market,Adaam Market,YE14,YE1405,
Site,Tho_Qazan,Tho Qazan,YE29,YE2907,
Site,Al_Areedha,Al Areedha,YE26,YE2610,
Site,Al_Rawn_Warazan,Al Rawn Warazan,YE15,YE1512,
Site,Al_Wadeyayen,Al-Wadeyayen,YE16,YE1610,
Site,Eyad_Center,Eyad Center,YE11,YE1118,
Site,Al_Majaa,Al Maja'a,YE26,YE2610,
Site,Al_Watawetah,Al Watawetah,YE18,YE1802,
Site,Sawakh,Sawakh,YE17,YE1722,
Site,Qaryat_Deer_Ali__Manzel_Mohammed_Belghaith,Qaryat Deer Ali - Manzel Mohammed Belghaith,YE18,YE1807,
Site,Eastren_Hadbah,Eastren Hadbah,YE29,YE2907,
Site,Al_Wehdah_Camp,Al Wehdah Camp,YE20,YE2002,
Site,Al_Shehali_Center,Al Shehali Center,YE11,YE1110,
Site,Wadi_Al_Adaba,Wadi Al Adaba,YE29,YE2907,
Site,Mohammed_Moqbel_Abu_Ras,Mohammed Moqbel Abu Ras,YE11,YE1116,
Site,Al_Ajamah,Al Ajamah,YE26,YE2607,
Site,Omar_Al_Mokhtar_School,Omar Al Mokhtar School,YE15,YE1512,
Site,Dharwah,Dharwah,YE14,YE1408,
Site,Deer_Dukhnah,Deer Dukhnah,YE18,YE1802,
Site,Najran,Najran,YE18,YE1802,
Site,Al_Mensaf,Al-Mensaf,YE16,YE1603,
Site,Al_Hadhenah,Al-Hadhenah,YE14,YE1405,
Site,Bayt_Al_Sharhi,Bayt Al Sharhi,YE29,YE2904,
Site,Gathering_Of_Jarn_Bet_Al_Qobaie,Gathering Of Jarn Bet Al Qobai'e,YE29,YE2919,
Site,Al_Adhrah,Al Adhrah,YE17,YE1728,
Site,Al_Dhuroob,Al Dhuroob,YE17,YE1721,
Site,Al_Beeh,Al Beeh,YE17,YE1714,
Site,Al_Hamraa,Al Hamra'a,YE17,YE1714,
Site,Bani_Kamel,Bani Kamel,YE17,YE1714,
Site,Almakaserah,Almakaserah,YE17,YE1704,
Site,Bani_Kubah,Bani Kubah,YE17,YE1704,
Site,Ali_Bin_Abi_Taleb_School,Ali Bin Abi Taleb School,YE11,YE1116,
Site,Al_Madareej,Al Madareej,YE26,YE2603,
Site,Al_Mafaqeea,Al Mafaqee'a,YE29,YE2907,
Site,Ibn_Aqeel_Camp,Ibn Aqeel Camp,YE11,YE1112,
Site,Al_Farsh,Al Farsh,YE26,YE2610,
Site,Al_jafrah_Camp,Al-jafrah Camp,YE26,YE2601,
Site,Ahl_Shararah,Ahl Shararah,YE26,YE2606,
Site,Al_Maqam,Al Maqam,YE16,YE1606,
Site,Al_Zafaran,Al Za'faran,YE28,YE2804,
Site,Mashro_Al_Miyah,Mashro' Al Miyah,YE27,YE2704,
Site,Akamat_Assafani_F,Akamat Assa'fani(F),YE11,YE1119,
Site,Al_Rajhah,Al Rajhah,YE15,YE1504,
Site,Al_Mabna,Al-Mabna,YE14,YE1405,
Site,Al_Dhehrah_site,Al Dhehrah site,YE17,YE1715,
Site,Qarf,Qarf,YE25,YE2510,
Site,Al_Jaboul,Al-Jaboul,YE26,YE2612,
Site,Al_Qahfah_Al_Ulya,Al Qahfah Al Ulya,YE15,YE1520,
Site,Al_Abasyah,Al-Abasyah,YE14,YE1405,
Site,Ronat_Al_Sauah,Ronat Al-Sauah,YE16,YE1612,
Site,Hafat_Al_Noor,Hafat Al Noor,YE28,YE2804,
Site,Bait_Dahem,Bait Dahem,YE17,YE1725,
Site,Nawbah,Nawbah,YE19,YE1924,
Site,Al_Saqet,Al Saqet,YE26,YE2613,
Site,Al_Zubair_School,Al Zubair School,YE15,YE1520,
Site,Al_Shawkani_School,Al Shawkani School,YE15,YE1504,
Site,Al_Saradeef,Al Saradeef,YE15,YE1504,
Site,Mohammed_Mahyoob_Al_Qahezi_Building,Mohammed Mahyoob Al Qahezi Building,YE15,YE1504,
Site,Al_Shaab_Camp,Al Shaab Camp,YE24,YE2404,
Site,Al_Shaa_IDPs_Site,Al Sha'a IDPs Site,YE24,YE2404,
Site,Bait_Hajri,Bait Hajri,YE18,YE1802,
Site,Bani_Al_Khal,Bani Al Khal,YE18,YE1802,
Site,Khamery_Nazeheen,Khamery Nazeheen,YE29,YE2902,
Site,Al_Lewaa,Al Lewa'a,YE26,YE2604,
Site,Al_Safaryah,Al Safaryah,YE26,YE2603,
Site,Al_Mandhar,Al-Mandhar,YE29,YE2902,
Site,Yaja,Yaja,YE19,YE1924,
Site,Saylat_Al_Maayen_Center,Saylat Al Ma'ayen Center,YE11,YE1106,
Site,Tajamo_Al_Jumah,Tajamo' Al Jum'ah,YE17,YE1722,
Site,Al_Sakabah,Al Sakabah,YE17,YE1722,
Site,Al_Sawad_Bani_Nashr,Al Sawad Bani Nashr,YE17,YE1722,
Site,Al_Tahewah_Taiman,Al Tahewah Taiman,YE26,YE2606,
Site,Behind_Governmental_Hospital,Behind Governmental Hospital,YE15,YE1512,
Site,Al_Shaheed_Mansoor_Saif,Al Shaheed Mansoor Saif,YE15,YE1516,
Site,Al_Thawrein,Al-Thawrein,YE29,YE2902,
Site,Al_Mahjar,Al Mahjar,YE17,YE1721,
Site,Al_Jadiah_D,Al Ja'diah D,YE11,YE1116,
Site,Abu_Dabaa,Abu Daba'a,YE26,YE2610,
Site,Al_Radah,Al Radah,YE26,YE2610,
Site,Qasha_Al_Bard,Qash'a Al Bard,YE26,YE2613,
Site,Al_Shaqraa,Al Shaqra'a,YE26,YE2603,
Site,Al_Mohsen,Al Mohsen,YE26,YE2606,
Site,Mafraq_Sadah__Spontaneous_site,Mafraq Sa'dah - Spontaneous site,YE15,YE1512,
Site,Al_Oqdah,Al-Oqdah,YE14,YE1405,
Site,Hat,Hat,YE28,YE2802,
Site,Al_Mjdarah,Al Mjdarah,YE29,YE2901,
Site,Ahwal_Ramadhan,Ahwal Ramadhan,YE11,YE1119,
Site,Hai_Al_Haj,Hai Al Haj,YE26,YE2613,
Site,Sawaleha_Al_Haqail,Sawaleha Al Haqail,YE26,YE2606,
Site,Al_Qusmainyah,Al Qusmainyah,YE18,YE1802,
Site,Al_Mahdali_Al_Sharqyah_camp,Al Mahdali Al Sharqyah camp,YE18,YE1807,
Site,9_June_Neighborhood,9 June Neighborhood,YE28,YE2808,
Site,Al_Sawer,Al Sawer,YE29,YE2907,
Site,Al_Khansaa_Center,Al Khansa'a Center,YE11,YE1119,
Site,Bani_Haisan,Bani Haisan,YE26,YE2604,
Site,Near_Al_Jafeenah,Near Al Jafeenah,YE26,YE2612,
Site,Al_Masamrah,Al Masamrah,YE26,YE2603,
Site,Al_Noabah,Al Noabah,YE12,YE1211,
Site,Dahl_Ahmed,Dahl Ahmed,YE12,YE1210,
Site,Hafat_Al_Harawez,Hafat Al Harawez,YE28,YE2804,
Site,Al_Aadi,Al Aadi,YE29,YE2901,
Site,Al_Baran_Al_Asefal,Al Baran Al Asefal,YE29,YE2901,
Site,Alnaqe,Alnaqe,YE29,YE2901,
Site,Alsiriyn,Alsiriyn,YE29,YE2901,
Site,Anqan,Anqan,YE29,YE2901,
Site,Jeerah,Jeerah,YE29,YE2901,
Site,Hamdah_Beach,Hamdah Beach,YE29,YE2901,
Site,Tareq_Bin_Zeyad_Secondry_School,Tareq Bin Zeyad Secondry School,YE25,YE2513,
Site,Khalif_Al_Basha_School,Khalif Al Basha School,YE26,YE2601,
Site,Al_Sharhan,Al Sharhan,YE26,YE2603,
Site,Al_Wal_Center,Al Wa'l Center,YE15,YE1520,
Site,Al_Bonok_Street,Al Bonok Street,YE28,YE2804,
Site,Al_Samsarah_Al_Alyaa,Al Samsarah Al Alya'a,YE29,YE2907,
Site,Kraifah_Bab_Al_Souq,Kraifah Bab Al Souq,YE20,YE2005,
Site,Badou_Al_Nasheefah,Badou Al Nasheefah,YE26,YE2603,
Site,Al_Mamal,Al Ma'mal,YE29,YE2901,
Site,Azeeb_Al_Janabeen,Azeeb Al Janabeen,YE26,YE2605,
Site,Al_Manjurah,Al Manjurah,YE26,YE2601,
Site,Suad,Su'ad,YE29,YE2901,
Site,Al_Qeran,Al-Qeran,YE29,YE2902,
Site,Qaramah,Qaramah,YE26,YE2610,
Site,Al_Shaiban,Al Shaiban,YE26,YE2603,
Site,CC_behind_Al_Resalah_Hospital,CC behind Al Resalah Hospital,YE15,YE1520,
Site,Al_Zoub,Al-Zoub,YE14,YE1414,
Site,Al_Majzaa_Camp,Al Majza'a Camp,YE29,YE2904,
Site,Al_Hajlaa_IDPs,Al Hajla'a IDPs,YE29,YE2902,
Site,Aldhanab,Aldhanab,YE17,YE1704,
Site,Qayhamah,Qayhamah,YE17,YE1715,
Site,Bait_Al_Awbali2,Bait Al Awbali2,YE17,YE1715,
Site,Bani_Asad,Bani Asad,YE17,YE1715,
Site,Almajadar,Almajadar,YE17,YE1704,
Site,Mameesh_site,Ma'meesh site,YE17,YE1715,
Site,Al_Waghrah,Al Waghrah,YE26,YE2603,
Site,Al_Malhah,Al Malhah,YE18,YE1802,
Site,Al_Carshan_Fort,Al Carshan Fort,YE16,YE1606,
Site,Harrah,Harrah,YE26,YE2604,
Site,Al_Saleh_Family,Al Saleh Family,YE26,YE2606,
Site,Wadi_Al_Husaya_4,Wadi Al Husaya 4,YE15,YE1506,
Site,Al_Radman,Al Radman,YE16,YE1603,
Site,Ghaitha_Center,Ghaitha Center,YE29,YE2907,
Site,Al_Ghajela,Al Ghajela,YE26,YE2613,
Site,Alramiluh,Alramiluh,YE26,YE2613,
Site,Tareq_bin_Zeyad_School,Tareq bin Zeyad School,YE15,YE1520,
Site,Al_Dhaen,Al Dhaen,YE16,YE1603,
Site,Al_Mareem,Al Mareem,YE16,YE1603,
Site,Al_Dahl,Al-Dahl,YE16,YE1601,
Site,Shamalah__AlJabal_a,Sha'malah - AlJabal a,YE11,YE1116,
Site,Al_Maseil_Al_Asfal,Al-Maseil Al-Asfal,YE26,YE2613,
Site,Alfaw_Algharbiu,Alfaw Algharbiu,YE26,YE2612,
Site,Al_Zayed,Al Zayed,YE26,YE2606,
Site,Qaryat_Al_Gad3,Qaryat Al Gad3,YE17,YE1715,
Site,Bayt_Al_Henami,Bayt Al Henami,YE23,YE2304,
Site,Jalat_Al_Halawi,Jalat Al Halawi,YE17,YE1716,
Site,Bait_Al_Qatafi,Bait Al Qatafi,YE17,YE1724,
Site,Eskan_Al_Tarbyah,Eskan Al Tarbyah,YE28,YE2804,
Site,Hawf,Hawf,YE28,YE2803,
Site,Bait_Musleh,Bait Musleh,YE17,YE1724,
Site,Wadi_Al_Jamal,Wadi Al Jamal,YE17,YE1714,
Site,IDPs_Center_in_Al_Batnah,IDPs Center in Al Batnah,YE29,YE2901,
Site,IDPs_Center_in_Al_Majzaa,IDPs Center in Al Majza'a,YE29,YE2901,
Site,Al_Aabal,Al A'abal,YE26,YE2604,
Site,Al_Jadar_Camp,Al Ja'dar Camp,YE26,YE2601,
Site,Bait_Al_Awbali,Bait Al Awbali,YE17,YE1715,
Site,Al_Mehraq,Al Mehraq,YE17,YE1715,
Site,Al_Nawtah,Al Nawtah,YE17,YE1716,
Site,Al_Badalat_Bani_Masood,Al Badalat Bani Mas'ood,YE17,YE1724,
Site,Bait_Al_Awbali3,Bait Al Awbali3,YE17,YE1715,
Site,Al_Dayeri,Al Dayeri,YE17,YE1715,
Site,Al_Hani_Al_Aala,Al Hani Al A'ala,YE26,YE2613,
Site,Qaryat_Al_Gad2,Qaryat Al Gad2,YE17,YE1715,
Site,Al_Lawhah,Al Lawhah,YE17,YE1724,
Site,Al_Mahajn,Al Mahajn,YE17,YE1715,
Site,Qaryat_Al_Gad,Qaryat Al Gad,YE17,YE1715,
Site,Al_Braik,Al Braik,YE26,YE2603,
Site,Mahal_Edrees,Mahal Edrees,YE18,YE1805,
Site,Mazraat_Aidroos,Mazra'at Aidroos,YE18,YE1807,
Site,14_October_School,14 October School,YE15,YE1520,
Site,Al_Hesah_Center,Al Hesah Center,YE15,YE1504,
Site,Al_Kullyah_Street,Al Kullyah Street,YE28,YE2804,
Site,Hafat_Kalshat,Hafat Kalshat,YE28,YE2804,
Site,Al_Ghadeer,Al Ghadeer,YE29,YE2901,
Site,Al_Hayaq,Al Hayaq,YE29,YE2901,
Site,Eastern_Al_Khamissen__Al_Areed,Eastern Al-Khamissen - Al Areed,YE17,YE1711,
Site,Sharqi_Al_Khamissen,Sharqi Al Khamissen,YE17,YE1711,
Site,Al_Ahadan,Al Ahadan,YE29,YE2901,
Site,Alhutamuh,Alhutamuh,YE29,YE2901,
Site,Aljadhmaa,Aljadhma'a,YE29,YE2901,
Site,Al_Molazem,Al Molazem,YE29,YE2901,
Site,Bet_Al_Mashreqi_Camp_School,Bet Al Mashreqi Camp School,YE29,YE2919,
Site,Al_Albuhaishi,Al Albuhaishi,YE19,YE1925,
Site,Al_Rawdhah_Center,Al Rawdhah Center,YE11,YE1116,
Site,Al_Saiybah,Al Saiybah,YE17,YE1706,
Site,Al_Lakmah,Al Lakmah,YE26,YE2604,
Site,Al_arashi,Al arashi,YE26,YE2612,
Site,Maneen_Al_Hadad,Maneen Al-Hadad,YE26,YE2612,
Site,Al_Saleh_Gathering,Al Saleh Gathering,YE26,YE2603,
Site,Al_Salamah,Al Salamah,YE26,YE2603,
