uuid,rrm_distributions,shelter_maintenance_services,nfi_distribution,food_distribution,cash_distributions,wash_services,health_services,education_services,livelihood_services,protection_services,legal_services,nutrition_services,waste_disposal_services,i1_top_priority_need,i2_second_priority_need,i3_third_priority_need,food_check,water_check,shelter_check,nfi_check,sanitation_check,nutrition_check,health_check,livelihoods_check,cash_check,legal_check,protection_check,education_check
1c64b379-7183-40474c-a1a8a0-8476acfd29b5,inadequate,non_existent,non_existent,inadequate,non_existent,adequate,non_existent,adequate,inadequate,adequate,inadequate,adequate,inadequate,nutrition_services,none,none,0,0,0,0,0,1,0,0,0,0,0,0
97a6bc0d-57e8-414a4f-95989f-f29e15063c7b,adequate,non_existent,non_existent,adequate,inadequate,inadequate,inadequate,inadequate,non_existent,inadequate,non_existent,adequate,inadequate,cash_assistance,cash_assistance,other,0,0,0,0,0,0,0,0,0,0,0,0
cb9807ea-6710-404d4b-8d898a-890e3dc16a25,inadequate,inadequate,non_existent,adequate,adequate,inadequate,adequate,non_existent,inadequate,adequate,non_existent,inadequate,adequate,legal_services,cash_assistance,cash_assistance,0,0,0,0,0,0,0,0,1,0,0,0
674b5eda-04ec-494441-85808f-7ed3526acf80,non_existent,inadequate,non_existent,non_existent,inadequate,adequate,inadequate,adequate,inadequate,inadequate,inadequate,adequate,adequate,none,other,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,0
1afd95b6-f937-4a4146-8e838b-2568fa1dc0eb,adequate,adequate,adequate,adequate,non_existent,non_existent,inadequate,non_existent,inadequate,adequate,inadequate,adequate,non_existent,none,food,legal_services,1,0,0,0,0,0,0,0,0,0,0,0
01de45bf-9cfb-424b49-9c9093-26543df91b7a,non_existent,inadequate,inadequate,inadequate,adequate,non_existent,non_existent,inadequate,non_existent,non_existent,inadequate,non_existent,adequate,other,food,non_food_items,0,0,0,0,0,0,0,0,0,0,0,0
6ca42315-ab7f-4a4546-bab6b2-20d18e635ba4,inadequate,adequate,non_existent,non_existent,inadequate,adequate,inadequate,adequate,adequate,non_existent,non_existent,adequate,non_existent,none,livelihood_assistance,sanitation_services,0,0,0,0,0,0,0,1,0,0,0,0
b9d7a83c-f3b7-4a4b42-a2aca9-2efc349d60ab,adequate,non_existent,inadequate,non_existent,inadequate,non_existent,non_existent,non_existent,inadequate,adequate,inadequate,adequate,non_existent,other,non_food_items,none,0,0,0,0,0,0,0,0,0,0,0,0
78db9f0e-6ea0-42484f-9f939c-9dca70652381,inadequate,non_existent,inadequate,inadequate,adequate,non_existent,adequate,non_existent,inadequate,adequate,adequate,inadequate,inadequate,protection_services,shelter_maintenance_assistance,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,1,0
2f0b4591-4059-40434e-a8a3aa-cba93087de52,non_existent,adequate,adequate,adequate,non_existent,inadequate,non_existent,inadequate,non_existent,inadequate,adequate,inadequate,inadequate,none,cash_assistance,legal_services,0,0,0,0,0,0,0,0,0,1,0,0
4850f96d-4ec9-414d4c-a3a4ab-07bef53291c6,adequate,adequate,non_existent,non_existent,non_existent,adequate,inadequate,adequate,non_existent,inadequate,inadequate,non_existent,inadequate,livelihood_assistance,nutrition_services,water,0,1,0,0,0,0,0,0,0,0,0,0
180397f2-2f65-4d4f41-b2bdbf-a2c36ef78041,adequate,adequate,adequate,inadequate,inadequate,non_existent,adequate,inadequate,inadequate,adequate,inadequate,non_existent,inadequate,medical_assistance,food,non_food_items,0,0,0,1,0,0,1,0,0,0,0,0
c520a3d1-b31e-414643-bcb1b4-15e2f74ad3b0,inadequate,inadequate,adequate,non_existent,non_existent,inadequate,non_existent,inadequate,inadequate,non_existent,inadequate,adequate,inadequate,shelter_maintenance_assistance,food,education,0,0,0,0,0,0,0,0,0,0,0,0
6ce83547-b830-484943-929b9f-64c2af508317,inadequate,non_existent,adequate,adequate,non_existent,inadequate,adequate,adequate,adequate,adequate,non_existent,adequate,adequate,medical_assistance,other,other,0,0,0,0,0,0,1,0,0,0,0,0
5f017b89-b4ae-444a4d-b8b6b2-0ed5b4cf8792,inadequate,adequate,adequate,non_existent,non_existent,adequate,inadequate,adequate,non_existent,non_existent,adequate,adequate,non_existent,nutrition_services,shelter_maintenance_assistance,shelter_maintenance_assistance,0,0,1,0,0,1,0,0,0,0,0,0
289f073b-cbd6-4f4448-bfb3b1-6e41a07b3f2c,adequate,adequate,inadequate,inadequate,inadequate,adequate,inadequate,non_existent,adequate,inadequate,non_existent,inadequate,non_existent,medical_assistance,food,food,0,0,0,0,0,0,0,0,0,0,0,0
54d3b62c-4039-474d4a-939d9e-efb10d45692c,inadequate,non_existent,non_existent,inadequate,non_existent,non_existent,non_existent,non_existent,non_existent,inadequate,adequate,adequate,adequate,other,other,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
d50cae6f-412d-4f4243-86828c-b49f6e82a5dc,inadequate,inadequate,inadequate,inadequate,inadequate,non_existent,non_existent,non_existent,inadequate,inadequate,adequate,inadequate,non_existent,food,nutrition_services,legal_services,0,0,0,0,0,0,0,0,0,1,0,0
9c8a05fd-3d92-44424c-89868a-5874a9d6231b,inadequate,adequate,inadequate,inadequate,non_existent,inadequate,inadequate,inadequate,adequate,non_existent,inadequate,adequate,non_existent,education,none,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
cd18a450-7f0c-4e4c48-b2b7be-1375a0b4cf29,non_existent,adequate,non_existent,adequate,adequate,inadequate,non_existent,non_existent,inadequate,inadequate,inadequate,non_existent,non_existent,shelter_maintenance_assistance,non_food_items,nutrition_services,0,0,1,0,0,0,0,0,0,0,0,0
4781a0d3-bf02-4a4947-a8a1a5-f5dab714896c,inadequate,inadequate,inadequate,non_existent,inadequate,non_existent,non_existent,non_existent,inadequate,adequate,non_existent,adequate,adequate,water,food,protection_services,0,0,0,0,0,0,0,0,0,0,1,0
d1fca84b-93dc-474c4b-acaead-90bfa1643572,inadequate,non_existent,inadequate,adequate,adequate,inadequate,inadequate,non_existent,inadequate,adequate,adequate,inadequate,non_existent,cash_assistance,other,sanitation_services,0,0,0,0,0,0,0,0,1,0,0,0
f16d453b-eb36-454943-b7bebb-203c18e6f4b9,adequate,inadequate,adequate,adequate,adequate,adequate,adequate,non_existent,inadequate,inadequate,adequate,non_existent,adequate,other,legal_services,medical_assistance,0,0,0,0,0,0,1,0,0,1,0,0
5127a4b9-158c-49404f-b5bfba-b95fd46a01c3,non_existent,adequate,non_existent,inadequate,inadequate,adequate,inadequate,non_existent,adequate,adequate,inadequate,inadequate,non_existent,cash_assistance,water,food,0,1,0,0,0,0,0,0,0,0,0,0
4b9e1c63-3879-424d4c-808b83-72def856bc14,inadequate,adequate,inadequate,adequate,inadequate,non_existent,inadequate,adequate,inadequate,inadequate,non_existent,adequate,adequate,sanitation_services,water,protection_services,0,0,0,0,1,0,0,0,0,0,0,0
f45d8bc0-0afb-434241-b6b9b1-43c925b6fed1,non_existent,adequate,non_existent,adequate,non_existent,inadequate,non_existent,adequate,inadequate,adequate,inadequate,non_existent,non_existent,education,shelter_maintenance_assistance,education,0,0,1,0,0,0,0,0,0,0,0,1
834e5679-dbe9-43474c-b8bdb4-f23d41a90ec5,adequate,non_existent,inadequate,adequate,inadequate,inadequate,adequate,non_existent,adequate,non_existent,adequate,inadequate,adequate,cash_assistance,none,other,0,0,0,0,0,0,0,0,0,0,0,0
109eaf73-7f8c-42484d-989699-c9f36e7d2850,inadequate,inadequate,non_existent,adequate,inadequate,adequate,non_existent,inadequate,inadequate,adequate,inadequate,inadequate,adequate,nutrition_services,sanitation_services,shelter_maintenance_assistance,0,0,0,0,1,0,0,0,0,0,0,0
38250ead-538e-484e47-b7b2b9-79fa2c8346d0,non_existent,non_existent,non_existent,adequate,adequate,non_existent,non_existent,adequate,inadequate,adequate,non_existent,inadequate,adequate,education,food,cash_assistance,1,0,0,0,0,0,0,0,1,0,0,1
823154fb-2c16-404e41-a7a6a2-426130b79ed5,non_existent,non_existent,adequate,non_existent,non_existent,non_existent,inadequate,inadequate,adequate,adequate,inadequate,inadequate,non_existent,medical_assistance,sanitation_services,food,0,0,0,0,0,0,0,0,0,0,0,0
da627e49-e6c5-46484d-aeada8-5194e26db87c,adequate,adequate,adequate,adequate,non_existent,non_existent,adequate,inadequate,inadequate,non_existent,inadequate,non_existent,inadequate,sanitation_services,sanitation_services,medical_assistance,0,0,0,0,0,0,1,0,0,0,0,0
5cb9e687-6e0f-4b4e41-b9bdb7-728fd413ac50,non_existent,non_existent,adequate,adequate,adequate,inadequate,non_existent,inadequate,non_existent,inadequate,inadequate,adequate,non_existent,protection_services,non_food_items,cash_assistance,0,0,0,1,0,0,0,0,1,0,0,0
74f0c368-260a-4f404d-8e8d8f-b94823a167df,inadequate,inadequate,non_existent,non_existent,inadequate,inadequate,non_existent,non_existent,inadequate,non_existent,adequate,adequate,inadequate,food,sanitation_services,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
3a497dcb-381d-454e4d-b9b6b0-cd719043eafb,non_existent,adequate,non_existent,adequate,inadequate,inadequate,inadequate,non_existent,non_existent,non_existent,adequate,non_existent,non_existent,education,nutrition_services,none,0,0,0,0,0,0,0,0,0,0,0,0
3b7f5a10-c6d0-484244-8a8185-5b1096da34e8,inadequate,inadequate,adequate,adequate,inadequate,non_existent,inadequate,inadequate,adequate,inadequate,adequate,adequate,non_existent,shelter_maintenance_assistance,nutrition_services,food,1,0,0,0,0,1,0,0,0,0,0,0
e3b896ca-1da9-45424f-a1aaa5-abe07c538f29,adequate,adequate,non_existent,adequate,inadequate,adequate,non_existent,inadequate,adequate,non_existent,inadequate,non_existent,adequate,medical_assistance,medical_assistance,water,0,1,0,0,0,0,0,0,0,0,0,0
341089bf-d276-45414d-98979f-9643d5210bfa,non_existent,inadequate,inadequate,inadequate,inadequate,inadequate,non_existent,inadequate,inadequate,inadequate,adequate,adequate,adequate,food,cash_assistance,education,0,0,0,0,0,0,0,0,0,0,0,0
581926ab-6fe5-464048-84898c-7c0f695a1e48,inadequate,non_existent,non_existent,adequate,inadequate,non_existent,adequate,non_existent,adequate,non_existent,non_existent,adequate,inadequate,livelihood_assistance,nutrition_services,shelter_maintenance_assistance,0,0,0,0,0,1,0,1,0,0,0,0
c5f621b7-cb79-414440-b8bcbf-5182d07eb496,non_existent,non_existent,inadequate,adequate,non_existent,non_existent,non_existent,adequate,inadequate,inadequate,inadequate,inadequate,adequate,food,shelter_maintenance_assistance,education,1,0,0,0,0,0,0,0,0,0,0,1
3ed80f42-c3ed-454244-88848d-73d2f8ce146b,adequate,adequate,adequate,non_existent,adequate,non_existent,non_existent,adequate,adequate,non_existent,non_existent,inadequate,non_existent,medical_assistance,food,non_food_items,0,0,0,1,0,0,0,0,0,0,0,0
04dfa8e2-bf97-4c4740-afaaab-c475f1069ae3,inadequate,inadequate,adequate,adequate,adequate,inadequate,inadequate,inadequate,inadequate,non_existent,non_existent,non_existent,inadequate,sanitation_services,medical_assistance,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
10467f29-708b-43404d-aba5a6-7e0af3cb6d54,adequate,inadequate,non_existent,adequate,adequate,inadequate,non_existent,inadequate,non_existent,inadequate,non_existent,inadequate,adequate,other,legal_services,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
30f18925-4289-424f4c-b3bdb5-2b6793fde041,non_existent,adequate,adequate,non_existent,adequate,inadequate,adequate,non_existent,adequate,non_existent,non_existent,adequate,adequate,medical_assistance,protection_services,water,0,0,0,0,0,0,1,0,0,0,0,0
d84e19bc-f58e-404947-9d9398-027cf4a9e6d8,inadequate,non_existent,inadequate,non_existent,inadequate,inadequate,inadequate,inadequate,adequate,adequate,inadequate,non_existent,inadequate,none,livelihood_assistance,shelter_maintenance_assistance,0,0,0,0,0,0,0,1,0,0,0,0
1e836ca4-82a6-4d444f-909d9f-1806deba34cf,non_existent,inadequate,inadequate,adequate,non_existent,inadequate,adequate,inadequate,adequate,non_existent,inadequate,non_existent,adequate,education,water,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,0
36df827c-f760-45444a-bcbeb2-df782351c96e,inadequate,adequate,inadequate,non_existent,non_existent,adequate,adequate,adequate,inadequate,adequate,non_existent,adequate,non_existent,nutrition_services,non_food_items,none,0,0,0,0,0,1,0,0,0,0,0,0
d8ca30e4-401c-4e434c-989c9f-d4c8e0736f91,inadequate,non_existent,non_existent,non_existent,non_existent,inadequate,non_existent,non_existent,non_existent,inadequate,inadequate,inadequate,non_existent,livelihood_assistance,livelihood_assistance,water,0,0,0,0,0,0,0,0,0,0,0,0
38bc257e-9b6d-4b4248-909e92-b954d6cf278a,inadequate,non_existent,non_existent,adequate,adequate,adequate,inadequate,inadequate,inadequate,adequate,non_existent,inadequate,adequate,cash_assistance,nutrition_services,none,0,0,0,0,0,0,0,0,1,0,0,0
950a18cd-a485-454f42-bdb0bb-1c283b9af67d,inadequate,non_existent,inadequate,adequate,non_existent,non_existent,adequate,non_existent,adequate,inadequate,adequate,non_existent,inadequate,legal_services,sanitation_services,livelihood_assistance,0,0,0,0,0,0,0,1,0,1,0,0
c34ae60d-e9a7-4e444c-acada3-b09f42a56738,inadequate,non_existent,non_existent,non_existent,adequate,adequate,non_existent,non_existent,inadequate,non_existent,adequate,adequate,inadequate,other,cash_assistance,medical_assistance,0,0,0,0,0,0,0,0,1,0,0,0
0753c61e-956e-48444b-949295-6c34bf7a2950,non_existent,inadequate,adequate,inadequate,adequate,inadequate,adequate,non_existent,adequate,adequate,adequate,adequate,non_existent,non_food_items,education,legal_services,0,0,0,1,0,0,0,0,0,1,0,0
91034682-043e-404b49-878c83-b875c0362a1f,inadequate,non_existent,non_existent,non_existent,adequate,adequate,inadequate,inadequate,adequate,non_existent,adequate,inadequate,inadequate,water,food,medical_assistance,0,1,0,0,0,0,0,0,0,0,0,0
3dbce74f-a43b-474f42-a6aba9-321d7f6e508b,non_existent,adequate,non_existent,inadequate,inadequate,non_existent,inadequate,non_existent,adequate,adequate,non_existent,non_existent,adequate,food,non_food_items,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
d72b0139-f406-494743-939192-602831a5bce7,adequate,non_existent,non_existent,non_existent,adequate,adequate,inadequate,adequate,adequate,adequate,adequate,adequate,adequate,medical_assistance,water,cash_assistance,0,1,0,0,0,0,0,0,1,0,0,0
29147b0a-a156-4d4c47-878b8c-ac6735e810fd,adequate,adequate,non_existent,adequate,inadequate,adequate,adequate,adequate,inadequate,non_existent,non_existent,adequate,adequate,legal_services,nutrition_services,water,0,1,0,0,0,1,0,0,0,0,0,0
cb8fd291-0e8c-4e4d4c-b5bfb9-d16bf894a325,inadequate,adequate,non_existent,inadequate,non_existent,inadequate,adequate,adequate,adequate,inadequate,inadequate,inadequate,non_existent,protection_services,other,legal_services,0,0,0,0,0,0,0,0,0,0,0,0
f98d27b0-a384-494643-909993-94bd370258ac,inadequate,adequate,inadequate,non_existent,adequate,inadequate,non_existent,inadequate,non_existent,adequate,non_existent,adequate,adequate,legal_services,medical_assistance,non_food_items,0,0,0,0,0,0,0,0,0,0,0,0
5106db3a-32ea-434641-848088-d493af5802e1,inadequate,inadequate,non_existent,non_existent,non_existent,non_existent,adequate,non_existent,non_existent,inadequate,non_existent,adequate,adequate,nutrition_services,medical_assistance,legal_services,0,0,0,0,0,1,1,0,0,0,0,0
387db0e5-d9fa-474246-828b84-3b674d58f90c,adequate,adequate,non_existent,non_existent,inadequate,inadequate,inadequate,adequate,inadequate,non_existent,adequate,inadequate,non_existent,food,food,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
a7456c21-b3e2-4a4741-bbbebf-17b45fdc0e8a,inadequate,adequate,non_existent,adequate,inadequate,inadequate,inadequate,adequate,inadequate,adequate,inadequate,adequate,non_existent,livelihood_assistance,sanitation_services,legal_services,0,0,0,0,0,0,0,0,0,0,0,0
9e567421-9ce2-42414a-b1bbb7-d6f48079be5a,inadequate,inadequate,non_existent,adequate,inadequate,adequate,adequate,non_existent,inadequate,adequate,adequate,adequate,non_existent,other,other,medical_assistance,0,0,0,0,0,0,1,0,0,0,0,0
53f19427-a7e1-4e4748-9d9193-f6e148793dc0,inadequate,non_existent,non_existent,adequate,non_existent,non_existent,adequate,inadequate,inadequate,non_existent,inadequate,non_existent,adequate,education,shelter_maintenance_assistance,livelihood_assistance,0,0,0,0,0,0,0,0,0,0,0,0
6059daf7-1f0c-43444a-b0bbba-fdb83a0e6c59,inadequate,adequate,non_existent,inadequate,adequate,inadequate,adequate,inadequate,adequate,non_existent,inadequate,adequate,inadequate,water,none,shelter_maintenance_assistance,0,0,1,0,0,0,0,0,0,0,0,0
ec43201b-ec35-484643-beb2b0-1c608ae5b79f,non_existent,non_existent,non_existent,adequate,inadequate,non_existent,inadequate,inadequate,inadequate,non_existent,inadequate,non_existent,non_existent,none,cash_assistance,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
b04e3192-6e07-43484a-9f9a98-3179fced2ab6,inadequate,inadequate,non_existent,inadequate,inadequate,non_existent,adequate,non_existent,non_existent,inadequate,non_existent,adequate,inadequate,cash_assistance,nutrition_services,protection_services,0,0,0,0,0,1,0,0,0,0,0,0
6d705384-6a2b-4c454a-b8b3bf-1e2807dbc4f9,adequate,non_existent,adequate,adequate,non_existent,inadequate,inadequate,non_existent,adequate,adequate,non_existent,inadequate,non_existent,non_food_items,non_food_items,legal_services,0,0,0,1,0,0,0,0,0,0,0,0
9aed8627-42e9-4d434c-b1bcbd-90af261e75dc,adequate,non_existent,non_existent,inadequate,inadequate,adequate,non_existent,inadequate,non_existent,inadequate,non_existent,inadequate,non_existent,none,shelter_maintenance_assistance,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
0bf7a685-85d1-45474d-abaea5-0964c8db3157,adequate,non_existent,non_existent,non_existent,inadequate,inadequate,inadequate,non_existent,inadequate,non_existent,non_existent,adequate,adequate,water,livelihood_assistance,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,0
0ef8d769-53ca-444a4d-939792-8cf0b2e65413,inadequate,inadequate,inadequate,inadequate,inadequate,adequate,inadequate,inadequate,adequate,inadequate,adequate,adequate,non_existent,cash_assistance,food,education,0,0,0,0,0,0,0,0,0,0,0,0
750a268b-6384-4c4645-898a8c-e1b0a7d64328,adequate,non_existent,inadequate,non_existent,adequate,non_existent,adequate,inadequate,inadequate,inadequate,adequate,adequate,inadequate,education,other,sanitation_services,0,0,0,0,0,0,0,0,0,0,0,0
06decf82-4a96-424449-a9a2ab-d394bae50712,adequate,non_existent,inadequate,adequate,adequate,adequate,non_existent,non_existent,adequate,non_existent,adequate,adequate,adequate,water,shelter_maintenance_assistance,non_food_items,0,1,0,0,0,0,0,0,0,0,0,0
6193408d-9107-45474a-b8b5bd-eb062f593a81,adequate,adequate,inadequate,non_existent,adequate,non_existent,adequate,non_existent,adequate,adequate,non_existent,non_existent,non_existent,other,protection_services,cash_assistance,0,0,0,0,0,0,0,0,1,0,1,0
bfca935e-4f6a-48494e-b6bfb3-683f7215ae0b,adequate,adequate,adequate,adequate,non_existent,non_existent,adequate,adequate,non_existent,adequate,adequate,adequate,inadequate,cash_assistance,sanitation_services,education,0,0,0,0,0,0,0,0,0,0,0,1
e5a4287d-14e5-4b4d44-a9a7a5-82cb0e93fa57,inadequate,adequate,non_existent,adequate,non_existent,non_existent,adequate,adequate,inadequate,adequate,adequate,adequate,adequate,livelihood_assistance,nutrition_services,livelihood_assistance,0,0,0,0,0,1,0,0,0,0,0,0
cb3a1876-96f3-434149-9c9195-27c0d3f81a5e,inadequate,non_existent,adequate,non_existent,non_existent,adequate,adequate,non_existent,non_existent,inadequate,adequate,inadequate,adequate,legal_services,cash_assistance,food,0,0,0,0,0,0,0,0,0,1,0,0
d4397af6-f745-444e46-929096-486c32d1a0e9,non_existent,adequate,adequate,inadequate,inadequate,non_existent,non_existent,adequate,inadequate,adequate,inadequate,adequate,non_existent,livelihood_assistance,legal_services,other,0,0,0,0,0,0,0,0,0,0,0,0
201759d4-deb1-4f454c-a2a4a1-c41580f26a73,inadequate,inadequate,inadequate,non_existent,non_existent,non_existent,inadequate,adequate,inadequate,adequate,non_existent,inadequate,inadequate,cash_assistance,livelihood_assistance,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
0e89d576-8e24-404843-b7b1bf-36fde75a8409,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,inadequate,adequate,adequate,inadequate,adequate,adequate,inadequate,shelter_maintenance_assistance,none,legal_services,0,0,0,0,0,0,0,0,0,1,0,0
140c5d82-e783-41474a-a0a6a8-a43eb79d852f,adequate,non_existent,adequate,non_existent,non_existent,inadequate,inadequate,inadequate,adequate,non_existent,non_existent,non_existent,non_existent,none,food,education,0,0,0,0,0,0,0,0,0,0,0,0
d2e47c5f-103c-474c4b-828186-371065f289da,inadequate,inadequate,inadequate,non_existent,non_existent,inadequate,non_existent,adequate,adequate,adequate,adequate,inadequate,adequate,nutrition_services,nutrition_services,livelihood_assistance,0,0,0,0,0,0,0,1,0,0,0,0
bca1706d-38bd-404342-969098-3cae8f90b175,inadequate,inadequate,non_existent,non_existent,inadequate,non_existent,adequate,inadequate,adequate,non_existent,adequate,inadequate,inadequate,water,water,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,0
d15709c2-aed7-4f444d-ada5aa-34ad697cb8e5,adequate,adequate,adequate,non_existent,adequate,adequate,inadequate,adequate,adequate,inadequate,inadequate,inadequate,adequate,other,cash_assistance,protection_services,0,0,0,0,0,0,0,0,1,0,0,0
a9cfd684-2dce-4c4947-a5abac-9e15782acd3b,adequate,inadequate,adequate,non_existent,inadequate,non_existent,inadequate,non_existent,inadequate,inadequate,non_existent,inadequate,non_existent,nutrition_services,other,other,0,0,0,0,0,0,0,0,0,0,0,0
906edcb3-ecd6-4c4742-a0a1a2-045f8ec31a2d,adequate,non_existent,non_existent,inadequate,inadequate,adequate,adequate,inadequate,adequate,non_existent,inadequate,non_existent,adequate,non_food_items,legal_services,education,0,0,0,0,0,0,0,0,0,0,0,0
d256b17e-bac0-444049-a5afa0-d68a573e91fb,adequate,inadequate,adequate,non_existent,non_existent,non_existent,adequate,non_existent,non_existent,non_existent,adequate,inadequate,adequate,protection_services,food,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
97065efa-c9ea-4f4c4b-939e91-2a3516bc4980,non_existent,adequate,non_existent,non_existent,adequate,inadequate,adequate,inadequate,adequate,adequate,adequate,inadequate,non_existent,livelihood_assistance,none,nutrition_services,0,0,0,0,0,0,0,1,0,0,0,0
c48dbe3a-354f-454a43-a3a5ae-84dc03f2a5e9,non_existent,inadequate,non_existent,non_existent,inadequate,inadequate,inadequate,non_existent,adequate,adequate,adequate,inadequate,non_existent,shelter_maintenance_assistance,none,water,0,0,0,0,0,0,0,0,0,0,0,0
e8b64013-b907-4c434a-8d8c8b-13e482097fcd,inadequate,non_existent,non_existent,inadequate,non_existent,inadequate,adequate,non_existent,inadequate,non_existent,adequate,inadequate,non_existent,shelter_maintenance_assistance,sanitation_services,legal_services,0,0,0,0,0,0,0,0,0,1,0,0
c097e68d-82d1-41484c-aba4ac-6de81fbc524a,adequate,inadequate,adequate,non_existent,non_existent,non_existent,adequate,inadequate,inadequate,non_existent,inadequate,adequate,non_existent,food,education,water,0,0,0,0,0,0,0,0,0,0,0,0
cf2e956b-b70e-424d47-8d8588-05f1dc9b6483,inadequate,adequate,adequate,non_existent,non_existent,inadequate,inadequate,non_existent,non_existent,non_existent,non_existent,inadequate,inadequate,livelihood_assistance,none,none,0,0,0,0,0,0,0,0,0,0,0,0
2973e4cf-4352-4b4e47-a1adaf-2b956d371a0e,inadequate,adequate,non_existent,inadequate,non_existent,inadequate,non_existent,adequate,non_existent,non_existent,adequate,adequate,adequate,sanitation_services,sanitation_services,shelter_maintenance_assistance,0,0,1,0,1,0,0,0,0,0,0,0
9af3471e-30c6-4c494a-808c84-5e4703fb891d,non_existent,non_existent,adequate,inadequate,inadequate,inadequate,non_existent,non_existent,adequate,inadequate,inadequate,adequate,adequate,legal_services,livelihood_assistance,sanitation_services,0,0,0,0,1,0,0,1,0,0,0,0
593b62ae-a6b1-464442-858f87-7be4ca591602,adequate,adequate,adequate,inadequate,inadequate,non_existent,inadequate,non_existent,adequate,adequate,adequate,non_existent,non_existent,none,non_food_items,legal_services,0,0,0,1,0,0,0,0,0,1,0,0
41eb5da3-2dbf-4c4a41-93979b-9ac7f51e04b3,adequate,adequate,adequate,adequate,adequate,inadequate,adequate,non_existent,inadequate,adequate,adequate,adequate,non_existent,medical_assistance,education,none,0,0,0,0,0,0,1,0,0,0,0,0
4a57036f-a647-434945-b9b4b6-12847b5ae69f,adequate,adequate,inadequate,inadequate,inadequate,non_existent,inadequate,inadequate,adequate,non_existent,non_existent,inadequate,non_existent,medical_assistance,none,none,0,0,0,0,0,0,0,0,0,0,0,0
badf6874-b5f6-404a4b-a9afac-9648a013f7ed,adequate,non_existent,adequate,non_existent,non_existent,adequate,adequate,non_existent,adequate,adequate,inadequate,inadequate,inadequate,nutrition_services,medical_assistance,shelter_maintenance_assistance,0,0,0,0,0,0,1,0,0,0,0,0
f7ed4c23-f6a9-4e404f-8c8f82-d0a4bef6385c,adequate,inadequate,non_existent,non_existent,non_existent,non_existent,adequate,non_existent,inadequate,adequate,non_existent,non_existent,non_existent,education,other,other,0,0,0,0,0,0,0,0,0,0,0,0
43701ceb-39af-47424f-939c9d-8f9c2076d41a,non_existent,inadequate,inadequate,adequate,adequate,inadequate,adequate,adequate,non_existent,inadequate,non_existent,adequate,inadequate,nutrition_services,cash_assistance,sanitation_services,0,0,0,0,0,1,0,0,1,0,0,0
c34a2db5-db75-434146-888480-84563cd1e2b9,adequate,inadequate,non_existent,non_existent,adequate,non_existent,inadequate,inadequate,non_existent,adequate,non_existent,inadequate,inadequate,none,other,food,0,0,0,0,0,0,0,0,0,0,0,0
157e3f92-4a8b-484147-959c9b-4adbc18026e3,inadequate,non_existent,non_existent,non_existent,inadequate,adequate,adequate,adequate,adequate,inadequate,inadequate,adequate,adequate,medical_assistance,food,sanitation_services,0,0,0,0,1,0,1,0,0,0,0,0
328c7f4e-8e50-464a44-a0aaa7-407ae2d8653c,adequate,non_existent,adequate,non_existent,inadequate,non_existent,non_existent,adequate,inadequate,adequate,inadequate,inadequate,non_existent,food,other,livelihood_assistance,0,0,0,0,0,0,0,0,0,0,0,0
d56f94e7-01c9-474e4b-959297-0312975adefb,adequate,inadequate,inadequate,inadequate,non_existent,inadequate,inadequate,inadequate,non_existent,non_existent,adequate,inadequate,adequate,legal_services,legal_services,medical_assistance,0,0,0,0,0,0,0,0,0,1,0,0
a57fce14-c471-414a49-a2a0a5-4c91d607385f,non_existent,adequate,adequate,non_existent,inadequate,non_existent,non_existent,inadequate,non_existent,non_existent,adequate,non_existent,non_existent,shelter_maintenance_assistance,sanitation_services,livelihood_assistance,0,0,1,0,0,0,0,0,0,0,0,0
69bcf748-dac2-4d454a-aca8af-2a6b8174cfe9,inadequate,inadequate,non_existent,inadequate,non_existent,non_existent,inadequate,non_existent,inadequate,inadequate,inadequate,adequate,non_existent,protection_services,water,other,0,0,0,0,0,0,0,0,0,0,0,0
9a752be6-7b8c-44404b-a0a4a3-98a25d41f67e,adequate,non_existent,non_existent,adequate,inadequate,non_existent,adequate,adequate,non_existent,adequate,inadequate,inadequate,inadequate,food,sanitation_services,non_food_items,1,0,0,0,0,0,0,0,0,0,0,0
93ef24c1-5498-4f4143-96999e-0a9728f3dcb5,adequate,inadequate,non_existent,inadequate,inadequate,inadequate,inadequate,inadequate,adequate,non_existent,adequate,non_existent,adequate,medical_assistance,shelter_maintenance_assistance,water,0,0,0,0,0,0,0,0,0,0,0,0
